userId,Gender,Age,ITRCompliance,Income
user429,Male,31.0,Complied,41576.0
user430,Male,54.0,NotComplied,NA
user431,Female,45.0,NotComplied,45675.0
user432,Male,41.0,Complied,50592.0
user433,Female,NA,Complied,40886.0
user434,Male,41.0,NotComplied,44499.0
user435,Female,53.0,Complied,29705.0
user436,Male,38.0,Complied,41628.0
user437,Female,48.0,NotComplied,NA
user438,Female,42.0,NotComplied,30128.0
user439,Male,42.0,NotComplied,44056.0
user440,Female,NA,NotComplied,NA
user441,Female,NA,NotComplied,34014.0
user442,Female,36.0,Complied,53283.0
user443,Male,44.0,Complied,50231.0
user444,Male,27.0,NotComplied,39168.0
user445,Female,21.0,Complied,60982.0
user446,Female,NA,NotComplied,NA
user447,Male,50.0,NotComplied,NA
user448,Female,NA,Complied,23216.0
user449,Male,55.0,Complied,49431.0
user450,Female,42.0,NotComplied,NA
user451,Female,44.0,Complied,37083.0
user452,Male,31.0,Complied,42898.0
user453,Female,48.0,Complied,36624.0
user454,Female,37.0,NotComplied,46673.0
user455,Female,NA,NotComplied,NA
user456,Female,55.0,NotComplied,NA
user457,Male,48.0,Complied,49315.0
user458,Female,41.0,Complied,36653.0
user459,Male,12.0,Complied,41897.0
user460,Male,54.0,Complied,27441.0
user461,Female,NA,NotComplied,32005.0
user462,Female,30.0,NotComplied,NA
user463,Female,NA,NotComplied,33360.0
user464,Male,47.0,Complied,36244.0
user465,Female,37.0,Complied,28949.0
user466,Male,53.0,Complied,32602.0
user467,Male,32.0,NotComplied,27554.0
user468,Female,NA,NotComplied,26668.0
user469,Male,37.0,NotComplied,NA
user470,Male,52.0,Complied,37375.0
user471,Female,NA,NotComplied,38533.0
user472,Female,NA,Complied,44670.0
user473,Male,70.0,Complied,47279.0
user474,Female,NA,NotComplied,37900.0
user475,Male,30.0,Complied,34663.0
user476,Male,42.0,Complied,35441.0
user477,Male,52.0,Complied,47250.0
user478,Male,32.0,NotComplied,34651.0
user479,Male,40.0,NotComplied,NA
user480,Male,42.0,NotComplied,55543.0
user481,Male,24.0,Complied,30855.0
user482,Male,42.0,NotComplied,NA
user483,Male,28.0,NotComplied,16768.0
user484,Female,47.0,NotComplied,NA
user485,Female,51.0,Complied,43350.0
user486,Female,43.0,Complied,61396.0
user487,Female,39.0,NotComplied,19827.0
user488,Female,NA,NotComplied,NA
user489,Male,49.0,Complied,43044.0
user490,Male,40.0,Complied,57522.0
user491,Male,33.0,Complied,52247.0
user492,Male,29.0,Complied,41624.0
user493,Male,49.0,NotComplied,43396.0
user494,Male,32.0,NotComplied,NA
user495,Female,NA,NotComplied,23404.0
user496,Female,NA,NotComplied,41619.0
user497,Female,44.0,Complied,31941.0
user498,Male,36.0,Complied,49521.0
user499,Female,NA,NotComplied,NA
user500,Male,48.0,NotComplied,NA
user501,Male,33.0,Complied,27580.0
user502,Female,30.0,Complied,39956.0
user503,Female,NA,Complied,44147.0
user504,Male,25.0,NotComplied,27647.0
user505,Female,NA,Complied,42736.0
user506,Male,38.0,NotComplied,42188.0
user507,Male,44.0,NotComplied,NA
user508,Male,37.0,NotComplied,NA
user509,Male,44.0,NotComplied,35730.0
user510,Male,35.0,Complied,47073.0
user511,Female,37.0,Complied,25736.0
user512,Female,NA,NotComplied,NA
user513,Female,31.0,NotComplied,NA
user514,Female,NA,Complied,43619.0
user515,Male,46.0,NotComplied,NA
user516,Female,42.0,Complied,43861.0
user517,Female,42.0,Complied,33513.0
user518,Male,51.0,Complied,38687.0
user519,Female,49.0,NotComplied,42557.0
user520,Male,26.0,Complied,25712.0
user521,Female,56.0,NotComplied,NA
user522,Male,40.0,Complied,41239.0
user523,Male,47.0,Complied,65279.0
user524,Male,34.0,NotComplied,NA
user525,Male,43.0,NotComplied,NA
user526,Male,42.0,Complied,12763.0
user527,Male,44.0,NotComplied,NA
user528,Female,NA,Complied,26192.0
user529,Male,64.0,Complied,44925.0
user530,Female,28.0,NotComplied,21261.0
user531,Female,NA,Complied,46543.0
user532,Female,41.0,NotComplied,NA
user533,Male,34.0,Complied,40977.0
user534,Male,30.0,NotComplied,33104.0
user535,Female,35.0,NotComplied,NA
user536,Female,46.0,Complied,44299.0
user537,Male,34.0,Complied,47809.0
user538,Male,39.0,NotComplied,NA
user539,Female,59.0,NotComplied,29318.0
user540,Male,23.0,NotComplied,NA
user541,Female,NA,Complied,48478.0
user542,Male,43.0,Complied,51787.0
user543,Female,NA,Complied,26543.0
user544,Female,NA,NotComplied,48047.0
user545,Male,57.0,Complied,60728.0
user546,Female,32.0,Complied,30250.0
user547,Male,23.0,NotComplied,NA
user548,Female,44.0,Complied,45325.0
user549,Male,47.0,NotComplied,36554.0
user550,Male,24.0,NotComplied,NA
user551,Male,31.0,NotComplied,NA
user552,Female,NA,Complied,35931.0
user553,Male,47.0,Complied,36732.0
user554,Female,NA,Complied,55261.0
user555,Male,37.0,Complied,60367.0
user556,Female,47.0,Complied,47435.0
user557,Female,38.0,NotComplied,35047.0
user558,Female,NA,NotComplied,60172.0
user559,Female,34.0,NotComplied,NA
user560,Male,52.0,Complied,51198.0
user561,Male,35.0,Complied,40398.0
user562,Female,NA,Complied,58055.0
user563,Female,49.0,NotComplied,NA
user564,Male,41.0,NotComplied,48908.0
user565,Male,43.0,NotComplied,NA
user566,Female,NA,Complied,34696.0
user567,Female,NA,NotComplied,37135.0
user568,Male,59.0,NotComplied,44938.0
user569,Female,NA,Complied,36562.0
user570,Male,31.0,Complied,12846.0
user571,Female,40.0,NotComplied,37858.0
user572,Male,49.0,Complied,33883.0
user573,Female,NA,Complied,57275.0
user574,Male,40.0,NotComplied,NA
user575,Female,44.0,NotComplied,NA
user576,Male,33.0,Complied,43877.0
user577,Female,NA,NotComplied,44121.0
user578,Female,NA,NotComplied,47797.0
user579,Male,53.0,Complied,48521.0
user580,Female,NA,NotComplied,NA
user581,Female,53.0,NotComplied,48202.0
user582,Female,NA,Complied,45883.0
user583,Female,31.0,NotComplied,NA
user584,Male,45.0,Complied,39603.0
user585,Male,50.0,Complied,34982.0
user586,Female,40.0,NotComplied,NA
user587,Male,58.0,Complied,36877.0
user588,Female,44.0,Complied,43649.0
user589,Male,35.0,NotComplied,NA
user590,Female,NA,NotComplied,NA
user591,Female,NA,NotComplied,40706.0
user592,Male,32.0,Complied,40682.0
user593,Female,52.0,NotComplied,NA
user594,Female,NA,NotComplied,NA
user595,Male,53.0,Complied,44719.0
user596,Male,32.0,Complied,49998.0
user597,Female,NA,NotComplied,44082.0
user598,Female,33.0,Complied,42164.0
user599,Male,47.0,NotComplied,38082.0
user600,Male,35.0,Complied,55873.0
user601,Male,60.0,Complied,51450.0
user602,Male,34.0,Complied,49311.0
user603,Female,42.0,NotComplied,35938.0
user604,Female,60.0,Complied,27266.0
user605,Male,23.0,Complied,21008.0
user606,Male,26.0,Complied,48957.0
user607,Male,37.0,NotComplied,35615.0
user608,Male,25.0,Complied,57661.0
user609,Female,40.0,NotComplied,NA
user610,Male,44.0,NotComplied,NA
user611,Male,42.0,NotComplied,NA
user612,Female,45.0,NotComplied,NA
user613,Female,NA,NotComplied,34779.0
user614,Male,33.0,Complied,40906.0
user615,Female,29.0,Complied,45202.0
user616,Female,NA,NotComplied,NA
user617,Male,40.0,NotComplied,56651.0
user618,Male,67.0,Complied,49168.0
user619,Male,32.0,NotComplied,NA
user620,Male,42.0,NotComplied,NA
user621,Male,35.0,NotComplied,NA
user622,Female,42.0,Complied,39046.0
user623,Female,49.0,NotComplied,34572.0
user624,Female,NA,Complied,52502.0
user625,Female,NA,NotComplied,NA
user626,Male,24.0,Complied,37206.0
user627,Female,NA,NotComplied,30716.0
user628,Female,31.0,Complied,46696.0
user629,Male,16.0,Complied,17020.0
user630,Male,61.0,Complied,42244.0
user631,Female,25.0,NotComplied,NA
user632,Female,NA,Complied,36226.0
user633,Female,NA,Complied,24989.0
user634,Male,36.0,NotComplied,NA
user635,Female,NA,NotComplied,NA
user636,Female,42.0,NotComplied,NA
user637,Male,43.0,Complied,40301.0
user638,Female,40.0,NotComplied,NA
user639,Male,34.0,Complied,40500.0
user640,Male,50.0,Complied,29912.0
user641,Male,43.0,Complied,39150.0
user642,Female,NA,Complied,51242.0
user643,Male,27.0,NotComplied,36569.0
user644,Male,48.0,Complied,42656.0
user645,Male,46.0,Complied,32688.0
user646,Male,38.0,Complied,50812.0
user647,Male,45.0,Complied,36118.0
user648,Male,40.0,NotComplied,NA
user649,Male,29.0,NotComplied,NA
user650,Female,49.0,Complied,30851.0
user651,Male,36.0,NotComplied,NA
user652,Male,45.0,Complied,49385.0
user653,Female,NA,NotComplied,35080.0
user654,Male,46.0,Complied,20877.0
user655,Male,32.0,NotComplied,50216.0
user656,Female,NA,NotComplied,27140.0
user657,Male,43.0,NotComplied,37662.0
user658,Male,33.0,Complied,33725.0
user659,Female,NA,Complied,35141.0
user660,Male,39.0,Complied,39247.0
user661,Female,NA,Complied,38503.0
user662,Female,31.0,Complied,48563.0
user663,Female,29.0,Complied,52935.0
user664,Female,NA,NotComplied,37581.0
user665,Female,36.0,NotComplied,NA
user666,Female,62.0,Complied,55213.0
user667,Male,44.0,NotComplied,NA
user668,Female,NA,Complied,46732.0
user669,Female,52.0,NotComplied,NA
user670,Male,40.0,Complied,44728.0
user671,Male,51.0,Complied,26871.0
user672,Male,44.0,NotComplied,NA
user673,Male,46.0,Complied,44959.0
user674,Male,37.0,Complied,33244.0
user675,Female,NA,Complied,20864.0
user676,Female,19.0,Complied,42394.0
user677,Male,35.0,Complied,24216.0
user678,Female,NA,NotComplied,39413.0
user679,Male,57.0,Complied,40345.0
user680,Male,35.0,Complied,48766.0
user681,Male,39.0,NotComplied,39403.0
user682,Female,39.0,NotComplied,NA
user683,Female,NA,Complied,38468.0
user684,Male,39.0,Complied,41008.0
user685,Female,NA,Complied,41887.0
user686,Female,NA,NotComplied,NA
user687,Male,24.0,Complied,55683.0
user688,Male,32.0,Complied,47878.0
user689,Female,NA,NotComplied,NA
user690,Male,28.0,Complied,27505.0
user691,Male,18.0,NotComplied,NA
user692,Male,49.0,Complied,56168.0
user693,Female,NA,NotComplied,43244.0
user694,Female,NA,Complied,50570.0
user695,Male,42.0,NotComplied,NA
user696,Male,52.0,NotComplied,NA
user697,Male,45.0,NotComplied,46871.0
user698,Male,42.0,NotComplied,40556.0
user699,Male,40.0,NotComplied,NA
user700,Female,NA,Complied,24049.0
user701,Female,NA,NotComplied,33393.0
user702,Female,42.0,Complied,22534.0
user703,Female,NA,NotComplied,34057.0
user704,Female,NA,Complied,39758.0
user705,Female,NA,NotComplied,NA
user706,Female,31.0,NotComplied,NA
user707,Male,41.0,NotComplied,40293.0
user708,Female,37.0,NotComplied,40851.0
user709,Male,46.0,Complied,30815.0
user710,Female,NA,Complied,48627.0
user711,Male,43.0,Complied,38331.0
user712,Male,30.0,NotComplied,27683.0
user713,Female,NA,NotComplied,42367.0
user714,Male,55.0,NotComplied,33672.0
user715,Female,47.0,NotComplied,40716.0
user716,Male,49.0,NotComplied,30083.0
user717,Female,NA,NotComplied,NA
user718,Male,51.0,Complied,47109.0
user719,Female,NA,Complied,52091.0
user720,Female,47.0,NotComplied,50399.0
user721,Male,45.0,NotComplied,43067.0
user722,Female,68.0,NotComplied,56618.0
user723,Male,32.0,Complied,37183.0
user724,Female,NA,Complied,24304.0
