userId,Gender,Age,ITRCompliance,Income
user136,Female,37.0,Complied,NA
user137,Female,44.0,NotComplied,33493.0
user138,Female,40.0,Complied,35338.0
user139,Female,21.0,Complied,26001.0
user140,Male,34.0,Complied,41513.0
user141,Female,49.0,Complied,64707.0
user142,Female,37.0,Complied,48082.0
user143,Male,14.0,NotComplied,NA
user144,Female,50.0,Complied,NA
user145,Female,37.0,Complied,33904.0
user146,Male,56.0,Complied,32557.0
user147,Female,23.0,Complied,47139.0
user148,Female,49.0,Complied,NA
user149,Female,30.0,NotComplied,43423.0
user150,Male,48.0,NotComplied,26073.0
user151,Female,30.0,Complied,36346.0
user152,Male,32.0,NotComplied,NA
user153,Female,30.0,Complied,34123.0
user154,Male,44.0,Complied,18769.0
user155,Female,54.0,NotComplied,49421.0
user156,Male,41.0,Complied,34397.0
user157,Female,38.0,NotComplied,44828.0
user158,Male,38.0,Complied,35170.0
user159,Male,59.0,Complied,22513.0
user160,Male,39.0,Complied,35116.0
user161,Female,42.0,NotComplied,52881.0
user162,Male,31.0,Complied,NA
user163,Male,31.0,Complied,33540.0
user164,Female,36.0,Complied,44709.0
user165,Female,36.0,Complied,45009.0
user166,Female,34.0,Complied,20049.0
user167,Male,35.0,NotComplied,43816.0
user168,Female,39.0,Complied,NA
user169,Female,40.0,Complied,25325.0
user170,Male,26.0,NotComplied,32185.0
user171,Female,24.0,Complied,18377.0
user172,Male,42.0,Complied,35558.0
user173,Female,32.0,NotComplied,36176.0
user174,Male,34.0,Complied,40601.0
user175,Male,43.0,Complied,NA
user176,Male,43.0,Complied,NA
user177,Male,49.0,Complied,NA
user178,Male,41.0,Complied,45357.0
user179,Female,37.0,Complied,39694.0
user180,Female,26.0,Complied,37728.0
user181,Female,42.0,Complied,48609.0
user182,Female,43.0,NotComplied,45471.0
user183,Male,41.0,Complied,34221.0
user184,Male,45.0,NotComplied,38797.0
user185,Male,26.0,Complied,36973.0
user186,Female,43.0,NotComplied,47501.0
user187,Male,39.0,Complied,25413.0
user188,Male,33.0,NotComplied,39339.0
user189,Female,31.0,NotComplied,44357.0
user190,Male,56.0,Complied,40973.0
user191,Female,41.0,Complied,32055.0
user192,Female,17.0,NotComplied,46297.0
user193,Male,26.0,NotComplied,45516.0
user194,Male,34.0,Complied,45171.0
user195,Female,15.0,NotComplied,51532.0
user196,Male,43.0,NotComplied,34043.0
user197,Male,35.0,Complied,23524.0
user198,Female,39.0,NotComplied,44721.0
user199,Male,29.0,NotComplied,30900.0
user200,Female,21.0,NotComplied,43888.0
user201,Female,35.0,NotComplied,NA
user202,Female,43.0,NotComplied,NA
user203,Female,32.0,Complied,NA
user204,Female,39.0,Complied,22332.0
user205,Female,53.0,NotComplied,28511.0
user206,Male,33.0,Complied,42938.0
user207,Female,30.0,NotComplied,38602.0
user208,Male,41.0,NotComplied,NA
user209,Female,19.0,Complied,31796.0
user210,Male,35.0,Complied,NA
user211,Female,47.0,Complied,42761.0
user212,Male,20.0,Complied,46897.0
user213,Female,32.0,NotComplied,29428.0
user214,Female,44.0,NotComplied,35609.0
user215,Male,38.0,NotComplied,38741.0
user216,Male,39.0,Complied,49962.0
user217,Female,55.0,NotComplied,42571.0
user218,Male,21.0,NotComplied,24791.0
user219,Male,54.0,NotComplied,34389.0
user220,Male,23.0,Complied,40686.0
user221,Male,67.0,NotComplied,26316.0
user222,Female,39.0,NotComplied,27440.0
user223,Female,31.0,Complied,NA
user224,Female,37.0,Complied,36357.0
user225,Female,41.0,NotComplied,50071.0
user226,Female,27.0,NotComplied,31022.0
user227,Male,39.0,NotComplied,22139.0
user228,Male,11.0,NotComplied,30552.0
user229,Female,41.0,Complied,NA
user230,Female,45.0,Complied,34170.0
user231,Male,42.0,Complied,39008.0
user232,Male,41.0,NotComplied,NA
user233,Female,62.0,Complied,29107.0
user234,Male,28.0,NotComplied,27665.0
user235,Male,62.0,Complied,34319.0
user236,Female,28.0,NotComplied,NA
user237,Female,31.0,Complied,NA
user238,Female,44.0,Complied,NA
user239,Female,51.0,Complied,59260.0
user240,Male,32.0,NotComplied,NA
user241,Female,55.0,NotComplied,48393.0
user242,Female,38.0,NotComplied,NA
user243,Male,33.0,NotComplied,58052.0
user244,Male,46.0,Complied,54007.0
user245,Male,23.0,NotComplied,26277.0
user246,Male,33.0,Complied,25507.0
user247,Male,26.0,NotComplied,41359.0
user248,Male,20.0,NotComplied,52056.0
user249,Female,48.0,Complied,26141.0
user250,Male,58.0,Complied,50075.0
user251,Female,32.0,NotComplied,NA
user252,Female,38.0,Complied,35735.0
user253,Male,50.0,NotComplied,25379.0
user254,Female,39.0,NotComplied,NA
user255,Female,56.0,NotComplied,37238.0
user256,Male,28.0,NotComplied,34786.0
user257,Female,51.0,NotComplied,22821.0
user258,Female,28.0,Complied,30415.0
user259,Female,60.0,NotComplied,50372.0
user260,Male,48.0,Complied,18239.0
user261,Female,59.0,NotComplied,33723.0
user262,Female,49.0,NotComplied,NA
user263,Female,17.0,NotComplied,55482.0
user264,Female,28.0,NotComplied,37578.0
user265,Female,31.0,Complied,16144.0
user266,Female,34.0,Complied,22338.0
user267,Female,53.0,NotComplied,53206.0
user268,Female,50.0,Complied,27461.0
user269,Female,47.0,NotComplied,29253.0
user270,Female,37.0,NotComplied,NA
user271,Male,40.0,NotComplied,67205.0
user272,Male,43.0,NotComplied,25137.0
user273,Male,43.0,Complied,NA
user274,Female,43.0,Complied,32057.0
user275,Female,40.0,Complied,34915.0
user276,Female,53.0,Complied,NA
user277,Female,46.0,Complied,NA
user278,Male,37.0,Complied,54588.0
user279,Male,43.0,NotComplied,36951.0
user280,Male,42.0,NotComplied,NA
user281,Female,25.0,Complied,44569.0
user282,Female,29.0,Complied,45145.0
user283,Male,27.0,Complied,NA
user284,Male,38.0,Complied,NA
user285,Male,51.0,Complied,NA
user286,Female,43.0,NotComplied,26735.0
user287,Male,49.0,NotComplied,24835.0
user288,Female,31.0,NotComplied,NA
user289,Male,47.0,NotComplied,31701.0
user290,Female,52.0,NotComplied,NA
user291,Female,42.0,Complied,32192.0
user292,Female,60.0,Complied,33893.0
user293,Female,30.0,NotComplied,56592.0
user294,Female,23.0,NotComplied,22574.0
user295,Male,35.0,Complied,NA
user296,Female,62.0,NotComplied,40255.0
user297,Male,46.0,NotComplied,32067.0
user298,Female,56.0,Complied,50614.0
user299,Male,27.0,NotComplied,33291.0
user300,Male,25.0,Complied,NA
user301,Female,51.0,NotComplied,NA
user302,Female,42.0,Complied,35869.0
user303,Male,55.0,Complied,33198.0
user304,Male,50.0,NotComplied,38037.0
user305,Female,37.0,NotComplied,34267.0
user306,Male,38.0,NotComplied,NA
user307,Male,37.0,NotComplied,28722.0
user308,Female,34.0,Complied,16239.0
user309,Male,33.0,NotComplied,34637.0
user310,Female,37.0,NotComplied,NA
user311,Female,45.0,Complied,37384.0
user312,Male,36.0,Complied,40067.0
user313,Male,36.0,Complied,25117.0
user314,Female,65.0,NotComplied,NA
user315,Female,27.0,Complied,35177.0
user316,Female,31.0,Complied,38540.0
user317,Male,34.0,Complied,38665.0
user318,Male,53.0,NotComplied,34248.0
user319,Male,35.0,NotComplied,35425.0
user320,Male,51.0,NotComplied,23981.0
user321,Female,43.0,Complied,23184.0
user322,Female,30.0,Complied,29233.0
user323,Male,39.0,Complied,33196.0
user324,Male,42.0,NotComplied,48319.0
user325,Female,30.0,NotComplied,43289.0
user326,Female,48.0,Complied,31492.0
user327,Male,39.0,NotComplied,31926.0
user328,Male,47.0,Complied,55435.0
user329,Female,59.0,Complied,36517.0
user330,Female,41.0,Complied,28365.0
user331,Male,30.0,NotComplied,49526.0
user332,Female,44.0,Complied,NA
user333,Female,33.0,Complied,32904.0
user334,Male,35.0,NotComplied,NA
user335,Female,9.0,NotComplied,NA
user336,Female,40.0,Complied,29001.0
user337,Male,49.0,NotComplied,NA
user338,Female,32.0,Complied,49669.0
user339,Female,39.0,Complied,NA
user340,Male,47.0,NotComplied,51083.0
user341,Female,39.0,Complied,NA
user342,Male,46.0,NotComplied,32060.0
user343,Male,40.0,NotComplied,33584.0
user344,Male,36.0,NotComplied,34820.0
user345,Male,25.0,NotComplied,35345.0
user346,Male,36.0,Complied,37930.0
user347,Male,27.0,Complied,NA
user348,Male,36.0,NotComplied,27023.0
user349,Male,37.0,NotComplied,25877.0
user350,Female,35.0,Complied,40615.0
user351,Female,63.0,Complied,34475.0
user352,Male,55.0,Complied,35157.0
user353,Male,41.0,Complied,52181.0
user354,Male,33.0,NotComplied,30160.0
user355,Female,48.0,Complied,20033.0
user356,Male,47.0,NotComplied,NA
user357,Female,47.0,Complied,34276.0
user358,Female,43.0,NotComplied,39015.0
user359,Male,35.0,Complied,NA
user360,Female,48.0,Complied,29076.0
user361,Male,28.0,NotComplied,34081.0
user362,Male,49.0,NotComplied,49457.0
user363,Female,36.0,Complied,40950.0
user364,Female,38.0,Complied,NA
user365,Male,55.0,Complied,35937.0
user366,Female,44.0,Complied,NA
user367,Female,52.0,Complied,NA
user368,Male,38.0,NotComplied,29719.0
user369,Female,52.0,Complied,40026.0
user370,Female,15.0,Complied,49468.0
user371,Female,42.0,Complied,NA
user372,Male,40.0,NotComplied,45387.0
user373,Male,29.0,NotComplied,NA
user374,Female,20.0,Complied,25106.0
user375,Female,40.0,Complied,40840.0
user376,Female,37.0,Complied,NA
user377,Male,40.0,NotComplied,35552.0
user378,Female,18.0,NotComplied,37838.0
user379,Female,22.0,Complied,39089.0
user380,Male,26.0,NotComplied,37344.0
user381,Female,58.0,Complied,NA
user382,Male,29.0,NotComplied,33771.0
user383,Male,36.0,NotComplied,29087.0
user384,Male,41.0,NotComplied,31759.0
user385,Male,43.0,NotComplied,36810.0
user386,Male,46.0,Complied,28094.0
user387,Male,52.0,NotComplied,32686.0
user388,Female,38.0,Complied,26616.0
user389,Female,35.0,Complied,47564.0
user390,Female,56.0,Complied,34334.0
user391,Male,25.0,Complied,36953.0
user392,Male,41.0,NotComplied,NA
user393,Female,41.0,NotComplied,32279.0
user394,Male,33.0,NotComplied,53062.0
user395,Male,31.0,NotComplied,NA
user396,Male,50.0,NotComplied,NA
user397,Female,42.0,Complied,NA
user398,Male,33.0,NotComplied,54828.0
user399,Male,31.0,Complied,33334.0
user400,Female,50.0,NotComplied,39786.0
user401,Female,32.0,Complied,31106.0
user402,Female,52.0,Complied,59098.0
user403,Male,37.0,Complied,38246.0
user404,Male,43.0,NotComplied,29555.0
user405,Female,48.0,NotComplied,33637.0
user406,Male,50.0,NotComplied,38165.0
user407,Male,29.0,Complied,53860.0
user408,Female,43.0,Complied,NA
user409,Male,34.0,NotComplied,56399.0
user410,Female,70.0,Complied,49391.0
user411,Male,45.0,Complied,38475.0
user412,Female,30.0,Complied,45788.0
user413,Male,49.0,NotComplied,NA
user414,Male,28.0,Complied,NA
user415,Male,36.0,NotComplied,32971.0
user416,Male,49.0,Complied,NA
user417,Female,34.0,Complied,36676.0
user418,Female,43.0,Complied,38866.0
user419,Female,42.0,NotComplied,32633.0
user420,Female,36.0,Complied,33874.0
user421,Male,35.0,Complied,31080.0
user422,Female,38.0,NotComplied,NA
user423,Male,16.0,NotComplied,21782.0
user424,Female,40.0,NotComplied,33351.0
user425,Female,46.0,NotComplied,36311.0
user426,Male,53.0,NotComplied,39107.0
user427,Female,50.0,Complied,53844.0
user428,Female,21.0,NotComplied,41763.0
user429,Male,22.0,Complied,30647.0
user430,Male,28.0,Complied,41463.0
user431,Female,51.0,NotComplied,37859.0
user432,Female,39.0,Complied,41304.0
user433,Female,32.0,NotComplied,39635.0
user434,Male,53.0,NotComplied,27510.0
user435,Male,48.0,Complied,43416.0
user436,Female,28.0,NotComplied,51104.0
user437,Male,38.0,Complied,45616.0
user438,Female,59.0,Complied,40187.0
user439,Female,33.0,Complied,38316.0
user440,Male,52.0,Complied,NA
user441,Female,57.0,NotComplied,36159.0
user442,Female,49.0,Complied,35990.0
user443,Female,49.0,NotComplied,NA
user444,Male,40.0,NotComplied,23219.0
user445,Female,29.0,NotComplied,43044.0
user446,Female,52.0,Complied,31472.0
user447,Female,35.0,NotComplied,43787.0
user448,Male,54.0,NotComplied,31497.0
user449,Female,39.0,NotComplied,51062.0
user450,Male,39.0,Complied,43861.0
user451,Male,40.0,Complied,22419.0
user452,Male,41.0,NotComplied,NA
user453,Female,43.0,NotComplied,NA
user454,Male,32.0,NotComplied,31577.0
user455,Female,30.0,Complied,49314.0
user456,Male,26.0,Complied,35051.0
user457,Female,43.0,NotComplied,37545.0
user458,Male,54.0,Complied,46278.0
user459,Male,39.0,Complied,32968.0
user460,Female,33.0,NotComplied,33468.0
user461,Female,63.0,NotComplied,31938.0
user462,Female,47.0,NotComplied,37716.0
user463,Male,19.0,Complied,32963.0
user464,Female,29.0,NotComplied,53867.0
user465,Male,56.0,NotComplied,38921.0
user466,Female,51.0,Complied,36043.0
user467,Female,34.0,Complied,NA
user468,Female,49.0,NotComplied,39391.0
user469,Female,27.0,Complied,50689.0
user470,Female,42.0,NotComplied,26670.0
user471,Female,36.0,Complied,NA
user472,Male,55.0,Complied,36150.0
user473,Female,23.0,Complied,NA
user474,Male,41.0,Complied,NA
user475,Male,38.0,NotComplied,46846.0
user476,Female,54.0,Complied,NA
user477,Male,43.0,Complied,23224.0
user478,Female,39.0,NotComplied,33022.0
user479,Female,42.0,NotComplied,NA
user480,Female,32.0,NotComplied,40949.0
user481,Female,26.0,NotComplied,NA
user482,Female,33.0,Complied,26008.0
user483,Male,43.0,Complied,29737.0
user484,Male,27.0,NotComplied,39253.0
user485,Male,44.0,NotComplied,34333.0
user486,Female,37.0,Complied,37955.0
user487,Female,48.0,NotComplied,NA
user488,Female,52.0,Complied,NA
user489,Male,55.0,Complied,22472.0
user490,Male,38.0,Complied,47466.0
user491,Female,45.0,NotComplied,35965.0
user492,Female,30.0,Complied,41654.0
user493,Male,29.0,NotComplied,NA
user494,Male,19.0,Complied,NA
user495,Female,47.0,Complied,NA
user496,Male,49.0,Complied,45901.0
user497,Male,46.0,NotComplied,25016.0
user498,Male,38.0,NotComplied,30614.0
user499,Female,33.0,Complied,NA
user500,Female,51.0,Complied,31081.0
user501,Male,42.0,Complied,17958.0
user502,Male,22.0,NotComplied,38785.0
user503,Female,27.0,NotComplied,NA
user504,Male,31.0,Complied,32049.0
user505,Female,49.0,Complied,40043.0
user506,Male,48.0,Complied,40335.0
user507,Female,52.0,NotComplied,NA
user508,Male,31.0,NotComplied,40903.0
user509,Male,48.0,Complied,40197.0
user510,Male,14.0,Complied,56466.0
user511,Male,59.0,NotComplied,NA
user512,Female,47.0,Complied,33925.0
user513,Female,45.0,NotComplied,32156.0
user514,Female,20.0,Complied,32657.0
user515,Female,48.0,NotComplied,39373.0
user516,Male,38.0,Complied,NA
user517,Female,47.0,Complied,8725.0
user518,Female,47.0,NotComplied,51127.0
user519,Female,54.0,Complied,NA
user520,Female,51.0,Complied,41060.0
user521,Male,31.0,NotComplied,14752.0
user522,Male,41.0,Complied,NA
user523,Male,54.0,NotComplied,32322.0
user524,Female,59.0,Complied,38927.0
user525,Male,24.0,Complied,47734.0
user526,Male,47.0,NotComplied,36308.0
user527,Male,34.0,Complied,34616.0
user528,Female,46.0,NotComplied,31774.0
user529,Male,28.0,NotComplied,30988.0
user530,Female,41.0,NotComplied,NA
user531,Male,38.0,NotComplied,NA
user532,Male,34.0,Complied,35903.0
user533,Female,30.0,NotComplied,43578.0
user534,Male,40.0,Complied,NA
user535,Female,52.0,Complied,43739.0
user536,Female,34.0,NotComplied,26708.0
user537,Male,35.0,Complied,21523.0
user538,Female,51.0,Complied,28496.0
user539,Male,29.0,NotComplied,NA
user540,Male,20.0,NotComplied,31840.0
user541,Male,40.0,Complied,50527.0
user542,Female,24.0,NotComplied,40601.0
user543,Female,33.0,Complied,22021.0
user544,Male,37.0,Complied,34970.0
user545,Male,35.0,Complied,22790.0
user546,Male,41.0,Complied,41377.0
user547,Female,37.0,Complied,NA
user548,Male,25.0,NotComplied,NA
user549,Male,34.0,Complied,NA
user550,Female,45.0,NotComplied,21562.0
user551,Female,42.0,Complied,25485.0
user552,Male,51.0,Complied,NA
user553,Male,28.0,NotComplied,NA
user554,Male,20.0,Complied,31098.0
user555,Male,24.0,Complied,43827.0
user556,Female,34.0,Complied,NA
user557,Female,39.0,NotComplied,30949.0
user558,Male,52.0,Complied,25178.0
user559,Male,54.0,Complied,34425.0
user560,Female,46.0,NotComplied,36427.0
user561,Male,45.0,Complied,22812.0
user562,Female,55.0,NotComplied,30975.0
user563,Female,44.0,Complied,NA
user564,Female,36.0,NotComplied,NA
user565,Male,39.0,Complied,32248.0
user566,Female,40.0,Complied,19972.0
user567,Male,43.0,Complied,NA
user568,Female,26.0,Complied,50570.0
user569,Male,36.0,NotComplied,27823.0
user570,Female,32.0,NotComplied,32910.0
user571,Female,39.0,NotComplied,50380.0
user572,Female,36.0,Complied,NA
user573,Male,16.0,NotComplied,NA
user574,Female,37.0,Complied,NA
user575,Female,33.0,NotComplied,41904.0
user576,Female,13.0,Complied,55912.0
user577,Female,32.0,NotComplied,28646.0
user578,Male,30.0,NotComplied,39254.0
user579,Male,55.0,NotComplied,NA
user580,Male,28.0,Complied,41804.0
user581,Female,44.0,NotComplied,39790.0
user582,Male,44.0,NotComplied,46147.0
user583,Female,30.0,Complied,39242.0
user584,Male,36.0,NotComplied,27744.0
user585,Male,44.0,NotComplied,37239.0
user586,Male,58.0,NotComplied,21245.0
user587,Male,41.0,NotComplied,53901.0
user588,Female,35.0,NotComplied,33623.0
user589,Female,35.0,NotComplied,34092.0
user590,Male,37.0,Complied,NA
user591,Male,31.0,Complied,49575.0
user592,Male,47.0,Complied,44951.0
user593,Female,32.0,Complied,30836.0
user594,Female,31.0,NotComplied,42485.0
user595,Female,54.0,NotComplied,48540.0
user596,Male,46.0,NotComplied,42878.0
user597,Male,36.0,NotComplied,23441.0
user598,Female,34.0,Complied,16749.0
user599,Female,34.0,Complied,38719.0
user600,Female,30.0,NotComplied,NA
user601,Male,68.0,NotComplied,NA
user602,Male,55.0,NotComplied,NA
user603,Female,38.0,NotComplied,NA
user604,Male,45.0,Complied,33107.0
user605,Female,38.0,Complied,37750.0
user606,Male,49.0,Complied,46325.0
user607,Male,23.0,Complied,39953.0
user608,Female,29.0,Complied,32259.0
user609,Female,52.0,Complied,26069.0
user610,Female,30.0,NotComplied,25053.0
user611,Male,37.0,Complied,35598.0
user612,Male,26.0,NotComplied,30226.0
user613,Male,41.0,Complied,42980.0
user614,Female,17.0,Complied,NA
user615,Male,40.0,Complied,13638.0
user616,Female,47.0,Complied,NA
user617,Male,55.0,Complied,NA
user618,Female,38.0,Complied,43402.0
user619,Female,35.0,Complied,38748.0
user620,Female,45.0,Complied,NA
user621,Female,46.0,Complied,NA
user622,Female,43.0,Complied,NA
user623,Female,43.0,NotComplied,28715.0
user624,Female,31.0,NotComplied,NA
user625,Male,39.0,Complied,35688.0
user626,Female,31.0,NotComplied,36204.0
user627,Male,23.0,Complied,NA
user628,Female,39.0,NotComplied,34238.0
user629,Female,65.0,Complied,34794.0
user630,Female,35.0,Complied,51107.0
user631,Female,26.0,Complied,NA
user632,Female,44.0,NotComplied,NA
user633,Male,40.0,NotComplied,42476.0
user634,Male,25.0,NotComplied,35160.0
user635,Male,47.0,Complied,48073.0
user636,Female,38.0,Complied,58719.0
user637,Male,48.0,Complied,32639.0
user638,Male,28.0,NotComplied,34227.0
user639,Male,39.0,NotComplied,NA
user640,Male,60.0,Complied,40729.0
user641,Male,47.0,NotComplied,NA
user642,Female,40.0,NotComplied,27310.0
user643,Female,38.0,Complied,15603.0
user644,Female,25.0,NotComplied,50015.0
user645,Female,30.0,NotComplied,NA
user646,Male,15.0,Complied,NA
user647,Female,39.0,NotComplied,46270.0
user648,Male,31.0,NotComplied,11775.0
user649,Female,32.0,NotComplied,33943.0
user650,Male,45.0,NotComplied,NA
user651,Male,37.0,NotComplied,16515.0
user652,Male,44.0,NotComplied,34774.0
user653,Male,28.0,Complied,NA
user654,Male,43.0,Complied,38178.0
user655,Female,54.0,Complied,35693.0
user656,Female,62.0,NotComplied,44051.0
user657,Female,29.0,Complied,NA
user658,Female,32.0,NotComplied,27670.0
user659,Male,50.0,Complied,NA
user660,Male,26.0,NotComplied,43785.0
user661,Male,33.0,NotComplied,53857.0
user662,Female,37.0,Complied,36601.0
user663,Female,28.0,NotComplied,42911.0
user664,Female,46.0,Complied,39494.0
user665,Female,47.0,Complied,54038.0
user666,Female,34.0,NotComplied,30831.0
user667,Male,55.0,NotComplied,45534.0
user668,Female,22.0,NotComplied,NA
user669,Male,30.0,NotComplied,27024.0
user670,Female,51.0,Complied,49066.0
user671,Male,46.0,Complied,46819.0
user672,Male,15.0,Complied,32021.0
user673,Male,35.0,Complied,34197.0
user674,Male,43.0,Complied,28405.0
user675,Female,33.0,Complied,39190.0
user676,Male,12.0,NotComplied,24259.0
user677,Male,40.0,Complied,NA
user678,Female,49.0,NotComplied,31337.0
user679,Male,32.0,NotComplied,29499.0
user680,Male,38.0,NotComplied,56866.0
user681,Female,40.0,NotComplied,52781.0
user682,Male,61.0,NotComplied,NA
user683,Female,45.0,NotComplied,45192.0
user684,Male,42.0,NotComplied,33652.0
user685,Female,36.0,Complied,NA
user686,Male,48.0,Complied,35246.0
user687,Female,48.0,NotComplied,26134.0
user688,Male,35.0,Complied,NA
user689,Male,29.0,NotComplied,36396.0
user690,Male,48.0,NotComplied,18907.0
user691,Female,47.0,NotComplied,35496.0
user692,Female,40.0,Complied,39924.0
user693,Female,33.0,Complied,35115.0
user694,Female,40.0,Complied,NA
user695,Male,26.0,NotComplied,47726.0
user696,Female,44.0,NotComplied,33678.0
user697,Female,29.0,Complied,32782.0
user698,Female,38.0,Complied,55331.0
user699,Female,54.0,NotComplied,26522.0
user700,Female,32.0,NotComplied,22935.0
user701,Female,42.0,NotComplied,46899.0
user702,Male,43.0,NotComplied,47561.0
user703,Female,45.0,Complied,38492.0
user704,Male,44.0,Complied,19103.0
user705,Female,32.0,Complied,NA
user706,Female,49.0,NotComplied,30225.0
user707,Female,45.0,NotComplied,46609.0
user708,Female,51.0,NotComplied,36495.0
user709,Female,45.0,NotComplied,39497.0
user710,Female,58.0,Complied,49983.0
user711,Female,57.0,Complied,NA
user712,Female,28.0,Complied,20211.0
user713,Male,33.0,Complied,NA
user714,Male,59.0,Complied,48399.0
user715,Female,49.0,Complied,NA
user716,Male,41.0,NotComplied,16642.0
user717,Female,43.0,Complied,29030.0
